"SchoolYear","ESD","CountyNumber","County","CountyDistrictNumber","District","GradeTested","ReadingTotalTestedNotTested","ReadingTotalMSP_HSPETested","ReadingMetStandardIncludingPrevPass","ReadingPercentMetStandardIncludingPrevPass","ReadingMetStandardWithoutPrevPass","ReadingPercentMetStandardWithoutPrevPass","ReadingPercentMetStandardExcludingNoScore","ReadingLevel1","ReadingPercentLevel1","ReadingLevel2","ReadingPercentLevel2","ReadingLevelBasic","ReadingPercentLevelBasic","ReadingLevel3","ReadingPercentLevel3","ReadingLevel4","ReadingPercentLevel4","ReadingNoScore","ReadingPercentNoScore","ReadingNotMet","ReadingPercentNotMet","ReadingExcusedAbsence","ReadingExempted","ReadingWAASPORT","ReadingWAASDAPE","MathTotalTestedNotTested","MathTotalMSP_HSPETested","MathMetStandardIncludingPrevPass","MathPercentMetStandardIncludingPrevPass","MathMetStandardWithoutPrevPass","MathPercentMetStandardWithoutPrevPass","MathPercentMetStandardExcludingNoScore","MathLevel1","MathPercentLevel1","MathLevel2","MathPercentLevel2","MathLevelBasic","MathPercentLevelBasic","MathLevel3","MathPercentLevel3","MathLevel4","MathPercentLevel4","MathNoScore","MathPercentNoScore","MathNotMet","MathPercentNotMet","MathExcusedAbsence","MathExempted","MathWAASPORT","MathWAASDAPE","WritingTotalTestedNotTested","WritingTotalMSP_HSPETested","WritingMetStandardIncludingPrevPass","WritingPercentMetStandardIncludingPrevPass","WritingMetStandardWithoutPrevPass","WritingPercentMetStandardWithoutPrevPass","WritingPercentMetStandardExcludingNoScore","WritingLevel1","WritingPercentLevel1","WritingLevel2","WritingPercentLevel2","WritingLevelBasic","WritingPercentLevelBasic","WritingLevel3","WritingPercentLevel3","WritingLevel4","WritingPercentLevel4","WritingNoScore","WritingPercentNoScore","WritingNotMet","WritingPercentNotMet","WritingExcusedAbsence","WritingExempted","WritingWAASPORT","WritingWAASDAPE","ScienceTotalTestedNotTested","ScienceTotalMSP_HSPETested","ScienceMetStandardIncludingPrevPass","SciencePercentMetStandardIncludingPrevPass","ScienceMetStandardWithoutPrevPass","SciencePercentMetStandardWithoutPrevPass","SciencePercentMetStandardExcludingNoScore","ScienceLevel1","SciencePercentLevel1","ScienceLevel2","SciencePercentLevel2","ScienceLevelBasic","SciencePercentLevelBasic","ScienceLevel3","SciencePercentLevel3","ScienceLevel4","SciencePercentLevel4","ScienceNoScore","SciencePercentNoScore","ScienceNotMet","SciencePercentNotMet","ScienceExcusedAbsence","ScienceExempted","ScienceWAASPORT","ScienceWAASDAPE","ReadingLevelIndex","MathLevelIndex"
"2009-10","Northwest Educational Service District 189","15","Island","15204","Coupeville School District",6,80,80,56,70,56,70,70,1,1.19,23,28.69,0,0,37,46.2,19,23.69,0,0,24,30,0,0,1,,79,79,51,64.5,51,64.5,64.6,9,11.3,19,24,0,0,31,39.2,20,25.3,0,0,28,35.39,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.92,2.78
"2009-10","Northwest Educational Service District 189","15","Island","15204","Coupeville School District",7,83,81,63,75.9,63,75.9,77.8,4,4.79,14,16.8,7,8.4,18,21.6,38,45.7,2,2.39,20,24,1,0,2,,83,81,56,67.4,56,67.4,69.1,14,16.8,11,13.19,1,1.19,35,42.1,20,24,2,2.39,27,32.5,1,0,2,,83,80,68,81.9,68,81.9,85,4,4.79,8,9.59,5,6,29,34.89,34,40.89,3,3.6,15,18,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.86,2.65
"2009-10","Northwest Educational Service District 189","15","Island","15204","Coupeville School District",8,79,78,57,72.09,57,72.09,73.1,6,7.5,15,18.89,0,0,28,35.39,29,36.7,1,1.19,22,27.8,0,0,,,79,77,42,53.1,42,53.1,54.5,16,20.19,19,24,0,0,25,31.6,17,21.5,2,2.5,37,46.79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,78,50,63.2,50,63.2,64.1,7,8.8,21,26.5,2,2.5,32,40.5,16,20.19,1,1.19,29,36.7,0,0,,"NA",2.98,2.49
"2009-10","Northwest Educational Service District 189","15","Island","15204","Coupeville School District",10,77,77,71,92.2,71,92.2,92.2,4,5.09,2,2.5,1,1.19,15,19.39,55,71.4,0,0,6,7.7,4,0,1,,76,76,42,55.2,42,55.2,55.3,16,21,18,23.6,1,1.3,22,28.89,19,25,0,0,34,44.7,5,0,1,,79,78,75,94.9,75,94.9,96.2,1,1.19,2,2.5,1,1.19,22,27.8,52,65.79,1,1.19,4,5,2,0,1,,72,72,50,69.4,50,69.4,69.4,11,15.19,11,15.19,1,1.3,38,52.7,11,15.19,0,0,22,30.5,7,2,1,"NA",3.54,2.55
"2009-10","Northwest Educational Service District 189","15","Island","15206","South Whidbey School District",3,90,89,64,71.09,64,71.09,71.9,8,8.8,17,18.8,0,0,30,33.29,34,37.7,1,1.1,26,28.8,0,1,1,,89,89,49,55,49,55,55.1,13,14.59,27,30.3,0,0,30,33.7,19,21.3,0,0,40,44.89,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.97,2.61
"2009-10","Northwest Educational Service District 189","15","Island","15206","South Whidbey School District",4,121,121,87,71.9,87,71.9,71.9,4,3.29,30,24.69,0,0,50,41.29,37,30.5,0,0,34,28,0,0,4,,121,121,49,40.39,49,40.39,40.5,41,33.79,31,25.6,0,0,38,31.39,11,9,0,0,72,59.5,0,0,4,,120,117,60,50,60,50,51.3,27,22.5,30,25,0,0,41,34.1,19,15.8,3,2.5,60,50,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.99,2.15
"2009-10","Northwest Educational Service District 189","15","Island","15206","South Whidbey School District",5,101,101,79,78.2,79,78.2,78.2,6,5.9,16,15.8,0,0,30,29.69,49,48.5,0,0,22,21.69,1,0,,,102,101,65,63.7,65,63.7,64.4,20,19.6,16,15.59,0,0,43,42.1,22,21.5,1,0.9,37,36.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,101,27,26.39,27,26.39,26.7,25,24.5,49,48,0,0,27,26.39,0,0,1,0.9,75,73.5,0,0,,"NA",3.21,2.63
"2009-10","Northwest Educational Service District 189","15","Island","15206","South Whidbey School District",6,146,145,108,73.9,108,73.9,74.5,6,4.09,31,21.19,0,0,73,50,35,23.89,1,0.6,38,26,1,0,,,147,145,69,46.89,69,46.89,47.6,16,10.8,60,40.79,0,0,50,34,19,12.9,2,1.3,78,53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.92,2.46
"2009-10","Northwest Educational Service District 189","15","Island","15206","South Whidbey School District",7,145,138,103,71,103,71,74.6,6,4.09,29,20,0,0,44,30.3,59,40.6,7,4.79,42,28.89,0,0,3,,145,141,82,56.5,82,56.5,58.2,30,20.6,29,20,0,0,62,42.7,20,13.69,4,2.7,63,43.39,0,0,3,,145,141,100,68.9,100,68.9,70.9,13,8.9,28,19.3,0,0,60,41.29,40,27.5,4,2.7,45,31,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.97,2.43
"2009-10","Northwest Educational Service District 189","15","Island","15206","South Whidbey School District",8,128,121,95,74.2,95,74.2,78.5,5,3.89,21,16.39,0,0,32,25,63,49.2,7,5.4,33,25.69,0,0,1,,128,120,54,42.1,54,42.1,45,35,27.3,31,24.19,0,0,36,28.1,18,14,8,6.2,74,57.79,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,128,122,86,67.09,86,67.09,70.5,11,8.5,25,19.5,0,0,52,40.6,34,26.5,6,4.59,42,32.79,0,0,1,"NA",3.08,2.16
"2009-10","Northwest Educational Service District 189","15","Island","15206","South Whidbey School District",10,146,141,126,86.3,126,86.29,89.4,4,2.7,11,7.5,0,0,38,26,88,60.2,5,3.39,20,13.59,5,1,,,145,131,60,41.3,60,41.29,45.8,37,25.5,34,23.39,0,0,39,26.8,21,14.4,14,9.59,85,58.6,6,1,,,146,138,133,91,133,91,96.4,0,0,5,3.39,0,0,48,32.79,85,58.2,8,5.4,13,8.9,5,1,,,147,140,77,52.3,77,52.29,55,33,22.39,30,20.39,0,0,59,40.1,18,12.19,7,4.7,70,47.6,3,2,,"NA",3.37,2.1
"2009-10","Olympic Educational Service District 114","16","Jefferson","16020","Queets-Clearwater School District",3,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16020","Queets-Clearwater School District",4,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16020","Queets-Clearwater School District",5,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16020","Queets-Clearwater School District",6,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16020","Queets-Clearwater School District",7,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16020","Queets-Clearwater School District",8,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16046","Brinnon School District",3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16046","Brinnon School District",4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16046","Brinnon School District",5,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16046","Brinnon School District",6,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16046","Brinnon School District",7,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16046","Brinnon School District",8,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16048","Quilcene School District",3,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16048","Quilcene School District",4,14,14,12,85.7,12,85.7,85.7,2,14.19,0,0,0,0,8,57.1,4,28.5,0,0,2,14.19,0,0,,,14,13,8,57.1,8,57.1,61.5,0,0,5,35.7,1,7.09,4,28.5,3,21.39,1,7.09,6,42.79,0,0,,,14,13,11,78.5,11,78.5,84.6,1,7.09,1,7.09,0,0,9,64.2,2,14.19,1,7.09,3,21.39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.99,2.42
"2009-10","Olympic Educational Service District 114","16","Jefferson","16048","Quilcene School District",5,14,14,11,78.5,11,78.5,78.6,1,7.09,2,14.19,1,7.09,2,14.19,8,57.1,0,0,3,21.39,0,0,,,14,14,9,64.2,9,64.2,64.3,2,14.19,3,21.39,0,0,7,50,2,14.19,0,0,5,35.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,8,57.1,8,57.1,61.5,1,7.09,4,28.5,0,0,3,21.39,5,35.7,1,7.09,6,42.79,0,0,,"NA",3.06,2.64
"2009-10","Olympic Educational Service District 114","16","Jefferson","16048","Quilcene School District",6,23,23,9,39.1,9,39.1,39.1,4,17.3,10,43.39,0,0,9,39.1,0,0,0,0,14,60.79,0,2,1,,23,23,3,13,3,13,13,10,43.39,10,43.39,0,0,3,13,0,0,0,0,20,86.9,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.21,1.69
"2009-10","Olympic Educational Service District 114","16","Jefferson","16048","Quilcene School District",7,15,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2009-10","Olympic Educational Service District 114","16","Jefferson","16048","Quilcene School District",8,19,,,,,,,,,,,,,,,,,,,,,,,,,19,19,5,26.3,5,26.3,26.3,5,26.3,9,47.29,0,0,5,26.3,0,0,0,0,14,73.59,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,10,52.6,10,52.6,52.6,3,15.69,6,31.5,0,0,9,47.29,1,5.2,0,0,9,47.29,0,0,1,"NA",,2
"2009-10","Olympic Educational Service District 114","16","Jefferson","16048","Quilcene School District",10,16,15,13,81.2,13,81.2,86.7,2,12.5,0,0,0,0,8,50,5,31.19,1,6.2,3,18.69,0,0,,,16,16,2,12.5,2,12.5,12.5,8,50,6,37.5,0,0,1,6.2,1,6.2,0,0,14,87.5,0,0,,,16,13,13,81.2,13,81.2,100,0,0,0,0,0,0,8,50,5,31.19,3,18.69,3,18.69,0,0,,,16,16,5,31.2,5,31.19,31.3,9,56.2,2,12.5,0,0,5,31.19,0,0,0,0,11,68.7,0,0,,"NA",2.87,1.68
"2009-10","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District",3,85,85,69,81.09,69,81.09,81.2,6,7,10,11.69,1,1.1,36,42.29,32,37.6,0,0,16,18.8,0,0,1,,85,85,46,54.1,46,54.1,54.1,17,20,22,25.8,0,0,29,34.1,17,20,0,0,39,45.79,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.08,2.54
"2009-10","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District",4,83,82,48,57.79,48,57.79,58.5,13,15.59,21,25.3,2,2.39,26,31.3,20,24,1,1.19,35,42.1,0,0,2,,83,81,25,30.1,25,30.1,30.9,40,48.1,16,19.19,0,0,17,20.39,8,9.59,2,2.39,58,69.79,0,0,2,,83,82,47,56.6,47,56.6,57.3,14,16.8,21,25.3,0,0,31,37.29,16,19.19,1,1.19,36,43.29,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.56,1.86
"2009-10","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District",5,88,88,74,84,74,84,84.1,1,1.1,13,14.69,1,1.1,32,36.29,41,46.5,0,0,14,15.9,0,0,3,,88,88,38,43.1,38,43.1,43.2,25,28.39,25,28.39,0,0,24,27.19,14,15.9,0,0,50,56.79,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,88,88,29,32.89,29,32.89,33,17,19.3,42,47.7,0,0,26,29.5,3,3.39,0,0,59,67,0,0,3,"NA",3.25,2.3
"2009-10","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District",6,94,94,64,68,64,68,68.1,7,7.4,23,24.39,0,0,52,55.29,12,12.69,0,0,30,31.89,2,1,,,96,96,35,36.39,35,36.39,36.5,24,25,37,38.5,0,0,32,33.29,3,3.1,0,0,61,63.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.73,2.14
"2009-10","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District",7,84,81,52,61.89,52,61.89,64.2,8,9.5,21,25,0,0,21,25,31,36.89,3,3.5,32,38,2,0,,,84,80,39,46.39,39,46.39,48.8,30,35.7,11,13,0,0,29,34.5,10,11.9,4,4.7,45,53.5,2,0,,,85,83,50,58.79,50,58.79,60.2,15,17.6,18,21.1,0,0,37,43.5,13,15.19,2,2.29,35,41.1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.82,2.13
"2009-10","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District",8,77,74,50,64.9,50,64.9,67.6,4,5.09,20,25.89,0,0,21,27.19,29,37.6,3,3.79,27,35,0,0,,,76,74,47,61.79,47,61.79,63.5,14,18.39,13,17.1,0,0,28,36.79,19,25,2,2.6,29,38.1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,75,44,58.6,44,58.6,58.7,11,14.59,20,26.6,0,0,30,40,14,18.6,0,0,31,41.29,2,0,,"NA",2.89,2.63
"2009-10","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District",10,86,85,69,80.2,69,80.2,81.2,11,12.69,5,5.79,1,1.1,25,29,43,50,1,1.1,17,19.69,4,2,,,88,82,35,39.7,35,39.7,42.7,28,31.8,19,21.5,0,0,20,22.69,15,17,6,6.79,53,60.2,2,2,,,86,81,73,84.8,73,84.79,90.1,4,4.59,4,4.59,4,4.59,27,31.3,42,48.79,5,5.79,13,15.09,4,2,,,91,83,43,47.2,43,47.2,51.8,25,27.39,15,16.39,1,1,32,35.1,10,10.9,8,8.69,48,52.7,0,1,,"NA",3.11,2.11
"2009-10","Olympic Educational Service District 114","16","Jefferson","16050","Port Townsend School District",3,76,74,55,72.29,55,72.29,74.3,9,11.8,10,13.09,0,0,27,35.5,28,36.79,2,2.6,21,27.6,1,1,,,77,75,32,41.5,32,41.5,42.7,19,24.6,24,31.1,0,0,20,25.89,12,15.5,2,2.5,45,58.39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.92,2.26
"2009-10","Olympic Educational Service District 114","16","Jefferson","16050","Port Townsend School District",4,99,99,73,73.7,73,73.7,73.7,3,3,23,23.19,0,0,41,41.39,32,32.29,0,0,26,26.19,0,0,2,,99,99,48,48.39,48,48.39,48.5,22,22.19,29,29.19,0,0,36,36.29,12,12.09,0,0,51,51.5,0,0,2,,98,96,57,58.1,57,58.1,59.4,9,9.09,30,30.6,0,0,31,31.6,26,26.5,2,2,41,41.79,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.03,2.38
"2009-10","Olympic Educational Service District 114","16","Jefferson","16050","Port Townsend School District",5,106,105,74,69.79,74,69.79,70.5,9,8.4,22,20.69,0,0,24,22.6,50,47.1,1,0.9,32,30.1,1,0,1,,105,104,51,48.5,51,48.5,49,27,25.69,26,24.69,0,0,42,40,9,8.5,1,0.9,54,51.39,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,103,102,35,33.89,35,33.89,34.3,24,23.3,43,41.7,0,0,28,27.1,7,6.7,1,0.9,68,66,4,0,1,"NA",3.06,2.29
"2009-10","Olympic Educational Service District 114","16","Jefferson","16050","Port Townsend School District",6,101,100,61,60.29,61,60.29,61,14,13.8,25,24.69,0,0,40,39.6,21,20.69,1,0.9,40,39.6,0,1,1,,101,100,49,48.5,49,48.5,49,27,26.69,24,23.69,0,0,34,33.6,15,14.8,1,0.9,52,51.39,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.65,2.34
"2009-10","Olympic Educational Service District 114","16","Jefferson","16050","Port Townsend School District",7,98,96,69,70.4,69,70.4,71.9,10,10.19,17,17.3,0,0,26,26.5,43,43.79,2,2,29,29.5,0,0,,,97,96,63,64.9,63,64.9,65.6,18,18.5,15,15.4,0,0,29,29.8,34,35,1,1,34,35,0,1,,,97,95,77,79.29,77,79.29,81.1,9,9.19,9,9.19,0,0,35,36,42,43.2,2,2,20,20.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.99,2.79
"2009-10","Olympic Educational Service District 114","16","Jefferson","16050","Port Townsend School District",8,112,107,85,75.79,85,75.79,79.4,13,11.59,9,8,0,0,17,15.09,68,60.7,5,4.4,27,24.1,1,0,,,112,109,61,54.39,61,54.39,56,22,19.6,26,23.19,0,0,42,37.5,19,16.89,3,2.6,51,45.5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,104,66,61.6,66,61.6,63.5,15,14,23,21.39,0,0,38,35.5,28,26.1,3,2.79,41,38.29,6,0,,"NA",3.16,2.46
"2009-10","Olympic Educational Service District 114","16","Jefferson","16050","Port Townsend School District",10,94,94,85,90.4,85,90.4,90.4,1,1,8,8.5,6,6.29,18,19.1,61,64.79,0,0,9,9.5,3,1,1,,93,91,41,44,41,44,45.1,29,31.1,21,22.5,0,0,26,27.89,15,16.1,2,2.1,52,55.89,4,1,1,,95,,,,,,,,,,,,,,,,,,,,,,,,,94,89,48,51,48,51,53.9,26,27.6,15,15.9,0,0,41,43.6,7,7.4,5,5.29,46,48.89,2,2,1,"NA",3.34,2.24
"2009-10","Puget Sound Educational Service District 121","17","King","17001","Seattle Public Schools",3,3682,3647,2743,74.4,2743,74.4,75.2,412,11.09,492,13.3,57,1.5,1008,27.3,1678,45.5,35,0.9,939,25.5,6,68,31,,3688,3657,2532,68.59,2532,68.59,69.2,543,14.69,582,15.69,35,0.9,1262,34.2,1235,33.39,31,0.8,1156,31.3,5,64,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.02,2.82
"2009-10","Puget Sound Educational Service District 121","17","King","17001","Seattle Public Schools",4,3666,3626,2523,68.79,2523,68.79,69.6,317,8.59,786,21.39,100,2.7,1285,35,1138,31,40,1,1143,31.1,6,54,26,,3672,3634,2277,62,2277,62,62.7,783,21.3,574,15.59,28,0.7,1090,29.6,1159,31.5,38,1,1395,37.89,4,50,26,,3662,3561,2371,64.7,2371,64.7,66.6,456,12.4,734,20,74,2,1389,37.89,908,24.69,101,2.7,1291,35.2,9,55,26,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.8,2.67
"2009-10","Puget Sound Educational Service District 121","17","King","17001","Seattle Public Schools",5,3430,3383,2421,70.5,2421,70.5,71.6,360,10.4,602,17.5,86,2.5,769,22.39,1566,45.6,47,1.3,1009,29.39,5,54,19,,3437,3397,2059,59.89,2059,59.89,60.6,759,22,579,16.8,34,0.9,1002,29.1,1023,29.69,40,1.1,1378,40,8,44,19,,,,,,,,,,,,,,,,,,,,,,,,,,,3425,3384,1391,40.6,1391,40.6,41.1,915,26.69,1078,31.39,43,1.19,994,29,354,10.3,41,1.1,2034,59.29,9,55,19,"NA",2.95,2.62
"2009-10","Puget Sound Educational Service District 121","17","King","17001","Seattle Public Schools",6,3141,3098,2159,68.7,2159,68.7,69.7,309,9.8,630,20,66,2.1,1278,40.6,815,25.89,43,1.3,982,31.19,9,48,37,,3143,3111,1931,61.39,1931,61.39,62.1,621,19.69,559,17.69,33,1,1080,34.29,818,26,32,1,1212,38.5,11,44,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.75,2.62
"2009-10","Puget Sound Educational Service District 121","17","King","17001","Seattle Public Schools",7,2966,2927,2002,67.4,2002,67.4,68.4,290,9.69,635,21.39,62,2,813,27.39,1127,37.89,39,1.3,964,32.5,18,59,22,,2971,2928,1910,64.2,1910,64.2,65.2,600,20.1,418,14,19,0.6,905,30.39,986,33.1,43,1.39,1061,35.7,17,55,22,,2970,2886,2112,71.09,2112,71.09,73.2,288,9.59,486,16.3,59,1.89,1315,44.2,738,24.8,84,2.79,858,28.8,15,58,22,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.86,2.72
"2009-10","Puget Sound Educational Service District 121","17","King","17001","Seattle Public Schools",8,2912,2880,2136,73.29,2136,73.29,74.2,299,10.19,445,15.19,49,1.6,712,24.39,1375,47.2,32,1,776,26.6,15,63,28,,2921,2888,1765,60.39,1765,60.39,61.1,627,21.39,496,16.89,19,0.6,867,29.6,879,30,33,1.1,1156,39.5,16,53,28,,,,,,,,,,,,,,,,,,,,,,,,,,,2911,2873,1757,60.29,1757,60.29,61.2,574,19.69,542,18.6,17,0.5,1072,36.79,668,22.89,38,1.3,1154,39.6,19,60,28,"NA",3.03,2.64
"2009-10","Puget Sound Educational Service District 121","17","King","17001","Seattle Public Schools",10,2896,2736,2267,75.3,2156,74.4,78.8,251,8.59,329,11.3,47,1.6,685,23.6,1424,49.1,160,5.5,740,25.5,92,199,13,,2924,2725,1340,45.3,1306,44.6,47.9,916,31.3,503,17.19,12,0.4,642,21.89,652,22.19,199,6.79,1618,55.29,125,137,13,1,2836,2644,2494,84.1,2367,83.4,89.5,84,2.89,193,6.79,65,2.2,895,31.5,1407,49.6,192,6.7,469,16.5,136,215,13,,2856,2522,1343,46.8,1332,46.6,52.8,854,29.89,336,11.69,5,0.1,1016,35.5,311,10.8,334,11.59,1524,53.29,214,117,13,"NA",2.98,2.2
"2009-10","Puget Sound Educational Service District 121","17","King","17210","Federal Way School District",3,1512,1510,1085,71.7,1085,71.7,71.9,140,9.19,285,18.8,1,0,532,35.1,552,36.5,2,0.1,427,28.19,5,19,31,,1517,1515,988,65.09,988,65.09,65.2,181,11.9,346,22.8,0,0,620,40.79,368,24.19,2,0.1,529,34.79,3,16,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.98,2.77
"2009-10","Puget Sound Educational Service District 121","17","King","17210","Federal Way School District",4,1593,1592,1045,65.5,1045,65.5,65.6,95,5.9,452,28.3,4,0.2,679,42.6,362,22.69,1,0,548,34.39,5,16,27,,1597,1595,1000,62.6,1000,62.6,62.7,286,17.89,309,19.3,3,0.1,582,36.39,415,25.89,2,0.1,597,37.29,5,12,27,,1587,1564,859,54.1,859,54.1,54.9,246,15.5,459,28.89,1,0,606,38.1,252,15.8,23,1.39,728,45.79,10,17,27,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.81,2.69
