"SchoolYear","ESD","CountyNumber","County","CountyDistrictNumber","District","GradeTested","ReadingTotalTestedNotTested","ReadingTotalMSP_HSPETested","ReadingMetStandardIncludingPrevPass","ReadingPercentMetStandardIncludingPrevPass","ReadingMetStandardWithoutPrevPass","ReadingPercentMetStandardWithoutPrevPass","ReadingPercentMetStandardExcludingNoScore","ReadingLevel1","ReadingPercentLevel1","ReadingLevel2","ReadingPercentLevel2","ReadingLevelBasic","ReadingPercentLevelBasic","ReadingLevel3","ReadingPercentLevel3","ReadingLevel4","ReadingPercentLevel4","ReadingNoScore","ReadingPercentNoScore","ReadingNotMet","ReadingPercentNotMet","ReadingExcusedAbsence","ReadingExempted","ReadingWAASPORT","ReadingWAASDAPE","MathTotalTestedNotTested","MathTotalMSP_HSPETested","MathMetStandardIncludingPrevPass","MathPercentMetStandardIncludingPrevPass","MathMetStandardWithoutPrevPass","MathPercentMetStandardWithoutPrevPass","MathPercentMetStandardExcludingNoScore","MathLevel1","MathPercentLevel1","MathLevel2","MathPercentLevel2","MathLevelBasic","MathPercentLevelBasic","MathLevel3","MathPercentLevel3","MathLevel4","MathPercentLevel4","MathNoScore","MathPercentNoScore","MathNotMet","MathPercentNotMet","MathExcusedAbsence","MathExempted","MathWAASPORT","MathWAASDAPE","WritingTotalTestedNotTested","WritingTotalMSP_HSPETested","WritingMetStandardIncludingPrevPass","WritingPercentMetStandardIncludingPrevPass","WritingMetStandardWithoutPrevPass","WritingPercentMetStandardWithoutPrevPass","WritingPercentMetStandardExcludingNoScore","WritingLevel1","WritingPercentLevel1","WritingLevel2","WritingPercentLevel2","WritingLevelBasic","WritingPercentLevelBasic","WritingLevel3","WritingPercentLevel3","WritingLevel4","WritingPercentLevel4","WritingNoScore","WritingPercentNoScore","WritingNotMet","WritingPercentNotMet","WritingExcusedAbsence","WritingExempted","WritingWAASPORT","WritingWAASDAPE","ScienceTotalTestedNotTested","ScienceTotalMSP_HSPETested","ScienceMetStandardIncludingPrevPass","SciencePercentMetStandardIncludingPrevPass","ScienceMetStandardWithoutPrevPass","SciencePercentMetStandardWithoutPrevPass","SciencePercentMetStandardExcludingNoScore","ScienceLevel1","SciencePercentLevel1","ScienceLevel2","SciencePercentLevel2","ScienceLevelBasic","SciencePercentLevelBasic","ScienceLevel3","SciencePercentLevel3","ScienceLevel4","SciencePercentLevel4","ScienceNoScore","SciencePercentNoScore","ScienceNotMet","SciencePercentNotMet","ScienceExcusedAbsence","ScienceExempted","ScienceWAASPORT","ScienceWAASDAPE","ReadingLevelIndex","MathLevelIndex"
"2011-12","North Central Educational Service District 171","09","Douglas","09013","Orondo School District",6,29,29,18,62,18,62,62.1,2,6.79,9,31,0,0,14,48.2,4,13.69,0,0,11,37.89,0,0,,,29,29,11,37.89,11,37.89,37.9,8,27.5,10,34.39,0,0,6,20.6,5,17.19,0,0,18,62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.68,2.27
"2011-12","North Central Educational Service District 171","09","Douglas","09013","Orondo School District",7,22,22,12,54.5,12,54.5,54.5,2,9,8,36.29,0,0,7,31.8,5,22.69,0,0,10,45.39,0,1,,,22,22,9,40.89,9,40.89,40.9,7,31.8,6,27.19,0,0,7,31.8,2,9,0,0,13,59,0,1,,,21,21,19,90.4,19,90.4,90.5,0,0,2,9.5,0,0,13,61.89,6,28.5,0,0,2,9.5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.68,2.18
"2011-12","North Central Educational Service District 171","09","Douglas","09075","Bridgeport School District",3,58,58,29,50,29,50,50,4,6.79,25,43.1,0,0,22,37.89,7,12,0,0,29,50,0,0,,,58,58,26,44.79,26,44.79,44.8,8,13.69,24,41.29,0,0,17,29.3,9,15.5,0,0,32,55.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.55,2.46
"2011-12","North Central Educational Service District 171","09","Douglas","09075","Bridgeport School District",4,57,57,18,31.5,18,31.5,31.6,6,10.5,33,57.79,0,0,15,26.3,3,5.2,0,0,39,68.4,0,2,,,57,57,18,31.5,18,31.5,31.6,25,43.79,14,24.5,0,0,10,17.5,8,14,0,0,39,68.4,0,2,,,57,57,28,49.1,28,49.1,49.1,3,5.2,26,45.6,1,1.7,23,40.29,4,7,0,0,29,50.79,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.26,2.01
"2011-12","North Central Educational Service District 171","09","Douglas","09075","Bridgeport School District",5,70,70,22,31.39,22,31.39,31.4,25,35.7,23,32.79,1,1.39,13,18.5,8,11.4,0,0,48,68.5,0,0,,,70,70,16,22.8,16,22.8,22.9,38,54.2,16,22.8,1,1.39,11,15.69,4,5.7,0,0,54,77.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,15,21.39,15,21.39,21.4,38,54.2,17,24.19,1,1.39,13,18.5,1,1.39,0,0,55,78.5,0,0,,"NA",2.02,1.7
"2011-12","North Central Educational Service District 171","09","Douglas","09075","Bridgeport School District",6,64,64,32,50,32,50,50,13,20.3,19,29.6,1,1.5,23,35.89,8,12.5,0,0,32,50,0,0,,,64,64,31,48.39,31,48.39,48.4,16,25,17,26.5,0,0,21,32.79,10,15.59,0,0,33,51.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.37,2.39
"2011-12","North Central Educational Service District 171","09","Douglas","09075","Bridgeport School District",7,61,60,32,52.39,32,52.39,53.3,6,9.8,22,36,0,0,21,34.39,11,18,1,1.6,29,47.5,0,1,,,62,61,34,54.79,34,54.79,55.7,13,20.89,14,22.5,0,0,25,40.29,9,14.5,1,1.6,28,45.1,0,0,,,61,60,25,40.89,25,40.89,41.7,11,18,24,39.29,0,0,21,34.39,4,6.5,1,1.6,36,59,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.57,2.45
"2011-12","North Central Educational Service District 171","09","Douglas","09075","Bridgeport School District",8,58,55,21,36.2,21,36.2,38.2,13,22.39,21,36.2,0,0,11,18.89,10,17.19,3,5.09,37,63.7,0,2,,,58,55,31,53.39,31,53.39,56.4,16,27.5,8,13.69,0,0,21,36.2,10,17.19,3,5.09,27,46.5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,55,26,44.79,26,44.79,47.3,10,17.19,19,32.7,0,0,20,34.39,6,10.3,3,5.09,32,55.1,0,2,,"NA",2.2,2.32
"2011-12","North Central Educational Service District 171","09","Douglas","09075","Bridgeport School District",10,62,53,41,64,39,62.89,73.6,3,4.79,11,17.69,1,1.6,13,20.89,25,40.29,9,14.5,23,37,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,53,44,72.1,42,71.09,79.2,3,5,8,13.5,2,3.29,23,38.89,17,28.8,6,10.09,17,28.8,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.64,
"2011-12","North Central Educational Service District 171","09","Douglas","09102","Palisades School District",3,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","North Central Educational Service District 171","09","Douglas","09102","Palisades School District",4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","North Central Educational Service District 171","09","Douglas","09102","Palisades School District",5,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","North Central Educational Service District 171","09","Douglas","09206","Eastmont School District",3,394,390,262,66.4,262,66.4,67.2,24,6,104,26.3,19,4.79,135,34.2,108,27.39,4,1,132,33.5,0,3,2,,394,390,254,64.4,254,64.4,65.1,45,11.4,91,23,6,1.5,153,38.79,95,24.1,4,1,140,35.5,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.71,2.7
"2011-12","North Central Educational Service District 171","09","Douglas","09206","Eastmont School District",4,413,410,313,75.7,313,75.7,76.3,12,2.89,85,20.5,16,3.79,192,46.39,105,25.39,3,0.7,100,24.19,0,2,5,,414,411,230,55.5,230,55.5,56,98,23.6,83,20,2,0.4,121,29.19,107,25.8,3,0.7,184,44.39,0,1,5,,413,405,277,67,277,67,68.4,44,10.59,84,20.3,5,1.19,167,40.39,105,25.39,8,1.89,136,32.89,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.85,2.54
"2011-12","North Central Educational Service District 171","09","Douglas","09206","Eastmont School District",5,442,435,310,70.09,310,70.09,71.3,37,8.3,88,19.89,10,2.2,133,30,167,37.7,7,1.5,132,29.8,1,5,2,,442,432,216,48.79,216,48.79,50,117,26.39,99,22.3,3,0.6,139,31.39,74,16.69,10,2.2,226,51.1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,441,425,256,58,256,58,60.2,65,14.69,104,23.5,2,0.4,124,28.1,130,29.39,16,3.6,185,41.89,2,5,2,"NA",2.89,2.32
"2011-12","North Central Educational Service District 171","09","Douglas","09206","Eastmont School District",6,412,409,266,64.5,266,64.5,65,35,8.4,108,26.19,5,1.19,157,38.1,104,25.19,3,0.7,146,35.39,0,3,2,,413,411,195,47.2,195,47.2,47.4,120,29,96,23.19,2,0.4,143,34.6,50,12.09,2,0.4,218,52.7,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.76,2.28
"2011-12","North Central Educational Service District 171","09","Douglas","09206","Eastmont School District",7,424,420,306,72.09,306,72.09,72.9,26,6.09,88,20.69,9,2.1,124,29.19,173,40.79,4,0.9,118,27.8,0,2,1,,424,416,267,62.89,267,62.89,64.2,77,18.1,72,16.89,1,0.2,143,33.7,123,29,8,1.8,157,37,0,2,1,,424,418,330,77.79,330,77.79,78.9,24,5.59,64,15,4,0.9,210,49.5,116,27.3,6,1.39,94,22.1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.98,2.69
"2011-12","North Central Educational Service District 171","09","Douglas","09206","Eastmont School District",8,472,469,314,66.5,314,66.5,67,56,11.8,99,20.89,8,1.6,130,27.5,176,37.2,3,0.6,158,33.39,0,3,4,,472,469,231,48.89,231,48.89,49.3,108,22.8,130,27.5,0,0,143,30.19,88,18.6,3,0.6,241,51,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,473,462,284,60,284,60,61.5,56,11.8,122,25.69,7,1.39,184,38.89,93,19.6,11,2.29,189,39.89,0,2,4,"NA",2.85,2.43
"2011-12","North Central Educational Service District 171","09","Douglas","09206","Eastmont School District",10,399,393,308,77.1,308,77.09,78.4,31,7.7,54,13.5,9,2.2,94,23.5,205,51.29,6,1.5,91,22.8,16,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,392,384,321,81.8,321,81.79,83.6,22,5.59,41,10.4,15,3.79,149,38,157,40,8,2,71,18.1,22,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.1,
"2011-12","North Central Educational Service District 171","09","Douglas","09207","Mansfield School District",3,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","North Central Educational Service District 171","09","Douglas","09207","Mansfield School District",4,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","North Central Educational Service District 171","09","Douglas","09207","Mansfield School District",5,8,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","North Central Educational Service District 171","09","Douglas","09207","Mansfield School District",6,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","North Central Educational Service District 171","09","Douglas","09207","Mansfield School District",7,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","North Central Educational Service District 171","09","Douglas","09207","Mansfield School District",8,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","North Central Educational Service District 171","09","Douglas","09207","Mansfield School District",10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","North Central Educational Service District 171",,,"09209","Waterville School District",3,18,18,11,61.1,11,61.1,61.1,4,22.19,3,16.6,0,0,4,22.19,7,38.79,0,0,7,38.79,0,0,,,18,18,7,38.79,7,38.79,38.9,4,22.19,7,38.79,0,0,7,38.79,0,0,0,0,11,61.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.77,2.16
"2011-12","North Central Educational Service District 171",,,"09209","Waterville School District",4,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","North Central Educational Service District 171",,,"09209","Waterville School District",5,21,21,12,57.1,12,57.1,57.1,4,19,5,23.8,2,9.5,5,23.8,5,23.8,0,0,9,42.79,0,1,,,21,21,11,52.29,11,52.29,52.4,6,28.5,4,19,0,0,7,33.29,4,19,0,0,10,47.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,13,61.89,13,61.89,61.9,5,23.8,3,14.19,1,4.7,9,42.79,3,14.19,0,0,8,38,0,1,,"NA",2.33,2.42
"2011-12","North Central Educational Service District 171",,,"09209","Waterville School District",6,22,22,8,36.29,8,36.29,36.4,7,31.8,7,31.8,0,0,6,27.19,2,9,0,0,14,63.6,0,0,,,22,22,11,50,11,50,50,6,27.19,5,22.69,0,0,7,31.8,4,18.1,0,0,11,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.13,2.4
"2011-12","North Central Educational Service District 171",,,"09209","Waterville School District",7,18,15,7,38.79,7,38.79,46.7,2,11.09,6,33.29,0,0,5,27.69,2,11.09,3,16.6,11,61.1,0,0,,,18,15,10,55.5,10,55.5,66.7,1,5.5,4,22.19,1,5.5,8,44.39,1,5.5,3,16.6,8,44.39,0,0,,,18,14,7,38.79,7,38.79,50,2,11.09,5,27.69,0,0,5,27.69,2,11.09,4,22.19,11,61.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.05,2.05
"2011-12","North Central Educational Service District 171",,,"09209","Waterville School District",8,35,35,17,48.5,17,48.5,48.6,8,22.8,10,28.5,0,0,7,20,10,28.5,0,0,18,51.39,0,3,,,35,35,13,37.1,13,37.1,37.1,10,28.5,12,34.2,0,0,7,20,6,17.1,0,0,22,62.79,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,20,55.5,20,55.5,55.6,3,8.3,13,36.1,2,5.5,10,27.69,8,22.19,0,0,16,44.39,0,2,,"NA",2.54,2.25
"2011-12","North Central Educational Service District 171",,,"09209","Waterville School District",10,32,32,25,78.1,25,78.09,78.1,2,6.2,5,15.59,0,0,12,37.5,13,40.6,0,0,7,21.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,31,26,81.2,26,81.2,83.9,1,3.1,4,12.5,0,0,14,43.7,12,37.5,1,3.1,6,18.69,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.12,
"2011-12","Educational Service District 101","10","Ferry","10003","Keller School District",3,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","Educational Service District 101","10","Ferry","10003","Keller School District",4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","Educational Service District 101","10","Ferry","10003","Keller School District",5,9,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","Educational Service District 101","10","Ferry","10003","Keller School District",6,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","Educational Service District 101","10","Ferry","10050","Curlew School District",3,20,20,15,75,15,75,75,4,20,1,5,2,10,5,25,8,40,0,0,5,25,0,1,,,20,20,6,30,6,30,30,5,25,9,45,1,5,5,25,0,0,0,0,14,70,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.65,1.9
"2011-12","Educational Service District 101","10","Ferry","10050","Curlew School District",4,13,12,10,76.9,10,76.9,83.3,0,0,2,15.3,0,0,6,46.1,4,30.69,1,7.59,3,23,0,1,,,13,12,3,23,3,23,25,5,38.39,4,30.69,0,0,3,23,0,0,1,7.59,10,76.9,0,1,,,13,12,7,53.79,7,53.79,58.3,0,0,5,38.39,0,0,6,46.1,1,7.59,1,7.59,6,46.1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.92,1.69
"2011-12","Educational Service District 101","10","Ferry","10050","Curlew School District",5,12,11,5,41.6,5,41.6,45.5,2,16.6,4,33.29,0,0,0,0,5,41.6,1,8.3,7,58.29,0,1,,,12,11,4,33.29,4,33.29,36.4,4,33.29,3,25,0,0,2,16.6,2,16.6,1,8.3,8,66.59,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,5,41.6,5,41.6,45.5,2,16.6,4,33.29,0,0,1,8.3,4,33.29,1,8.3,7,58.29,0,1,,"NA",2.5,1.99
"2011-12","Educational Service District 101","10","Ferry","10050","Curlew School District",6,12,12,9,75,9,75,75,1,8.3,2,16.6,0,0,5,41.6,4,33.29,0,0,3,25,0,1,,,12,12,3,25,3,25,25,4,33.29,5,41.6,0,0,2,16.6,1,8.3,0,0,9,75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.99,1.99
"2011-12","Educational Service District 101","10","Ferry","10050","Curlew School District",7,18,18,13,72.2,13,72.2,72.2,2,11.09,3,16.6,0,0,7,38.79,6,33.29,0,0,5,27.69,0,0,,,18,18,2,11.09,2,11.09,11.1,7,38.79,9,50,0,0,2,11.09,0,0,0,0,16,88.79,0,0,,,18,18,5,27.69,5,27.69,27.8,5,27.69,8,44.39,0,0,5,27.69,0,0,0,0,13,72.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.94,1.72
"2011-12","Educational Service District 101","10","Ferry","10050","Curlew School District",8,17,17,14,82.29,14,82.29,82.4,1,5.79,2,11.69,0,0,4,23.5,10,58.79,0,0,3,17.6,0,1,,,18,18,7,38.79,7,38.79,38.9,7,38.79,4,22.19,0,0,4,22.19,3,16.6,0,0,11,61.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,10,55.5,10,55.5,55.6,2,11.09,6,33.29,0,0,8,44.39,2,11.09,0,0,8,44.39,0,0,,"NA",3.35,2.16
"2011-12","Educational Service District 101","10","Ferry","10050","Curlew School District",10,15,14,12,80,12,80,85.7,0,0,2,13.3,0,0,5,33.29,7,46.6,1,6.59,3,20,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,13,86.6,13,86.59,92.9,0,0,1,6.59,0,0,3,20,10,66.59,1,6.59,2,13.3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.13,
"2011-12","Educational Service District 101","10","Ferry","10065","Orient School District",4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","Educational Service District 101","10","Ferry","10065","Orient School District",5,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","Educational Service District 101","10","Ferry","10065","Orient School District",6,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","Educational Service District 101","10","Ferry","10065","Orient School District",7,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","Educational Service District 101","10","Ferry","10065","Orient School District",8,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2011-12","Educational Service District 101","10","Ferry","10070","Inchelium School District",3,20,20,9,45,9,45,45,2,10,9,45,0,0,7,35,2,10,0,0,11,55,0,0,,,20,20,8,40,8,40,40,2,10,10,50,0,0,7,35,1,5,0,0,12,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.45,2.35
"2011-12","Educational Service District 101","10","Ferry","10070","Inchelium School District",4,18,18,8,44.39,8,44.39,44.4,2,11.09,8,44.39,0,0,5,27.69,3,16.6,0,0,10,55.5,0,1,,,18,18,8,44.39,8,44.39,44.4,8,44.39,2,11.09,0,0,6,33.29,2,11.09,0,0,10,55.5,0,1,,,18,17,6,33.29,6,33.29,35.3,7,38.79,4,22.19,0,0,6,33.29,0,0,1,5.5,12,66.59,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.49,2.11
"2011-12","Educational Service District 101","10","Ferry","10070","Inchelium School District",5,17,17,6,35.2,6,35.2,35.3,2,11.69,9,52.89,0,0,2,11.69,4,23.5,0,0,11,64.7,0,1,,,17,17,6,35.2,6,35.2,35.3,5,29.39,6,35.2,0,0,5,29.39,1,5.79,0,0,11,64.7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,5,29.39,5,29.39,29.4,8,47,4,23.5,0,0,5,29.39,0,0,0,0,12,70.5,0,1,,"NA",2.47,2.11
"2011-12","Educational Service District 101","10","Ferry","10070","Inchelium School District",6,14,14,1,7.09,1,7.09,7.1,5,35.7,8,57.1,0,0,1,7.09,0,0,0,0,13,92.79,0,0,1,,14,14,1,7.09,1,7.09,7.1,10,71.4,3,21.39,0,0,1,7.09,0,0,0,0,13,92.79,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",1.71,1.35
"2011-12","Educational Service District 101","10","Ferry","10070","Inchelium School District",7,17,17,2,11.69,2,11.69,11.8,11,64.7,4,23.5,0,0,2,11.69,0,0,0,0,15,88.2,0,1,,,17,17,2,11.69,2,11.69,11.8,14,82.29,1,5.79,0,0,2,11.69,0,0,0,0,15,88.2,0,1,,,17,16,2,11.69,2,11.69,12.5,5,29.39,9,52.89,0,0,2,11.69,0,0,1,5.79,15,88.2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",1.47,1.29
"2011-12","Educational Service District 101","10","Ferry","10070","Inchelium School District",8,13,11,1,7.59,1,7.59,9.1,5,38.39,5,38.39,0,0,1,7.59,0,0,2,15.3,12,92.29,0,2,,,13,11,1,7.59,1,7.59,9.1,8,61.5,2,15.3,0,0,1,7.59,0,0,2,15.3,12,92.29,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,"NA",1.38,1.15
"2011-12","Educational Service District 101","10","Ferry","10070","Inchelium School District",10,12,11,6,50,6,50,54.5,1,8.3,4,33.29,0,0,2,16.6,4,33.29,1,8.3,6,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,11,91.6,11,91.59,100,0,0,0,0,0,0,9,75,2,16.6,1,8.3,1,8.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.58,
"2011-12","Educational Service District 101","10","Ferry","10309","Republic School District",3,28,28,19,67.79,19,67.79,67.9,1,3.5,8,28.5,0,0,12,42.79,7,25,0,0,9,32.1,0,0,,,28,28,19,67.79,19,67.79,67.9,2,7.09,7,25,0,0,10,35.7,9,32.1,0,0,9,32.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.89,2.93
"2011-12","Educational Service District 101","10","Ferry","10309","Republic School District",4,25,25,19,76,19,76,76,0,0,6,24,2,8,9,36,8,32,0,0,6,24,0,0,,,25,25,14,56,14,56,56,8,32,3,12,0,0,5,20,9,36,0,0,11,44,0,0,,,25,24,13,52,13,52,54.2,3,12,8,32,0,0,10,40,3,12,1,4,12,48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.84,2.6
"2011-12","Educational Service District 101","10","Ferry","10309","Republic School District",5,23,23,18,78.2,18,78.2,78.3,2,8.59,3,13,0,0,9,39.1,9,39.1,0,0,5,21.69,0,0,,,23,23,19,82.59,19,82.59,82.6,1,4.29,3,13,0,0,9,39.1,10,43.39,0,0,4,17.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,20,86.9,20,86.9,87,0,0,3,13,0,0,7,30.39,13,56.5,0,0,3,13,0,0,,"NA",3.08,3.21
"2011-12","Educational Service District 101","10","Ferry","10309","Republic School District",6,24,24,10,41.6,10,41.6,41.7,4,16.6,10,41.6,0,0,9,37.5,1,4.09,0,0,14,58.29,0,0,,,24,24,8,33.29,8,33.29,33.3,10,41.6,6,25,0,0,8,33.29,0,0,0,0,16,66.59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.29,1.91
